RECEIVED,SRRECTYPE,SR_TYPE_DESC,PC,WARD,COMPLETED,CLOSED,Flytip_Status,How_Recieved,where_Recieved
17/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Farnley & Wortley,03/02/2020,03/02/2020,,Self Service,CCP Self Service
17/01/2020,EPRN07,Noise - Motor Vehicles (On Private Land),LS27 9,Morley North,17/01/2020,17/01/2020,,Telephone Call,Contact Centre
17/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Farnley & Wortley,17/01/2020,17/01/2020,,Self Service,CCP Self Service
17/01/2020,EPRN25,Noise - Licensed Premises,,Headingley & Hyde Park,11/02/2020,11/02/2020,,Self Service,CCP Self Service
18/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Morley North,20/01/2020,20/01/2020,,Self Service,CCP Self Service
18/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Wetherby,11/02/2020,11/02/2020,,Self Service,CCP Self Service
19/01/2020,EPRN07,Noise - Motor Vehicles (On Private Land),,Otley & Yeadon,20/01/2020,20/01/2020,,Self Service,CCP Self Service
20/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Farnley & Wortley,20/01/2020,20/01/2020,,Self Service,CCP Self Service
20/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Farnley & Wortley,20/01/2020,20/01/2020,,Self Service,CCP Self Service
20/01/2020,EPRN24,Noise - Patrons Entrng/Extng Buildings,,Headingley & Hyde Park,21/04/2020,21/04/2020,,E-mail,Environmental Health Back Office
20/01/2020,EPRN04,Noise - Delivery/Collection Vehicles,,Headingley & Hyde Park,14/02/2020,14/02/2020,,E-mail,Environmental Health Back Office
20/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Calverley & Farsley,12/02/2020,12/02/2020,,Telephone Call,Environmental Health Back Office
20/01/2020,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,20/01/2020,20/01/2020,,Self Service,CCP Self Service
21/01/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Kippax & Methley,04/03/2020,04/03/2020,,Self Service,CCP Self Service
22/01/2020,EPRN04,Noise - Delivery/Collection Vehicles,,Chapel Allerton,11/02/2020,11/02/2020,,Self Service,CCP Self Service
22/01/2020,EPRN25,Noise - Licensed Premises,,Guiseley & Rawdon,11/03/2020,11/03/2020,,E-mail,Environmental Health Back Office
22/01/2020,EPRN03,Noise - Construction Sites,LS9 8,Little London & Woodhouse,06/02/2020,06/02/2020,,Self Service,CCP Self Service
22/01/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,,,,Self Service,CCP Self Service
22/01/2020,EPRN05,Noise - Roadworks,LS11 5,Hunslet & Riverside,23/01/2020,23/01/2020,,Self Service,CCP Self Service
22/01/2020,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,23/01/2020,23/01/2020,,Self Service,CCP Self Service
23/01/2020,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,23/01/2020,23/01/2020,,Self Service,CCP Self Service
24/01/2020,EPRN03,Noise - Construction Sites,,Farnley & Wortley,27/01/2020,27/01/2020,,Telephone Call,Environmental Health Back Office
24/01/2020,EPRN07,Noise - Motor Vehicles (On Private Land),,Morley South,06/02/2020,06/02/2020,,Self Service,CCP Self Service
24/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Gipton & Harehills,07/02/2020,07/02/2020,,E-mail,Environmental Health Back Office
25/01/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Horsforth,06/04/2020,06/04/2020,,Self Service,CCP Self Service
25/01/2020,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,27/01/2020,27/01/2020,,Self Service,CCP Self Service
26/01/2020,EPRN25,Noise - Licensed Premises,,Morley North,11/02/2020,11/02/2020,,Telephone Call,Environmental Health Back Office
26/01/2020,EPRN18,Noise - PA Systems & Loud Speakers,,Armley,28/01/2020,28/01/2020,,Self Service,CCP Self Service
26/01/2020,EPRN04,Noise - Delivery/Collection Vehicles,,Burmantofts & Richmond Hill,11/02/2020,11/02/2020,,Self Service,CCP Self Service
27/01/2020,EPRN02,Noise - Commercial/Industrial Activities,LS4 2,Kirkstall,27/01/2020,27/01/2020,,Telephone Call,Environmental Health Back Office
28/01/2020,EPRN03,Noise - Construction Sites,,Beeston & Holbeck,28/01/2020,28/01/2020,,Self Service,CCP Self Service
28/01/2020,EPRN03,Noise - Construction Sites,LS11 9,Beeston & Holbeck,17/03/2020,17/03/2020,,E-mail,Environmental Health Back Office
28/01/2020,EPRN05,Noise - Roadworks,LS6 3,Headingley & Hyde Park,28/01/2020,28/01/2020,,Self Service,CCP Self Service
28/01/2020,EPRN04,Noise - Delivery/Collection Vehicles,,Hunslet & Riverside,10/03/2020,10/03/2020,,E-mail,Environmental Health Back Office
28/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,05/02/2020,05/02/2020,,Telephone Call,Contact Centre
28/01/2020,EPRN25,Noise - Licensed Premises,,Weetwood,13/02/2020,13/02/2020,,Self Service,CCP Self Service
29/01/2020,EPRN21,Noise - Low Frequency,,Little London & Woodhouse,29/01/2020,29/01/2020,,Self Service,CCP Self Service
29/01/2020,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,09/03/2020,09/03/2020,,Self Service,CCP Self Service
29/01/2020,EPRN02,Noise - Commercial/Industrial Activities,LS2 7,Little London & Woodhouse,30/01/2020,09/03/2020,,Telephone Call,Contact Centre
29/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Guiseley & Rawdon,,,,Self Service,CCP Self Service
29/01/2020,EPRN02,Noise - Commercial/Industrial Activities,,Beeston & Holbeck,28/05/2020,28/05/2020,,Self Service,CCP Self Service
29/01/2020,EPRN03,Noise - Construction Sites,,Temple Newsam,17/02/2020,17/02/2020,,Self Service,CCP Self Service
30/01/2020,EPRN04,Noise - Delivery/Collection Vehicles,,Weetwood,30/01/2020,30/01/2020,,Self Service,CCP Self Service
30/01/2020,EPRN03,Noise - Construction Sites,LS2 7,Little London & Woodhouse,31/01/2020,31/01/2020,,E-mail,Environmental Health Back Office
30/01/2020,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,13/05/2020,13/05/2020,,Telephone Call,Contact Centre
30/01/2020,EPRN07,Noise - Motor Vehicles (On Private Land),LS2 8,Little London & Woodhouse,31/01/2020,31/01/2020,,Self Service,CCP Self Service
31/01/2020,EPRN21,Noise - Low Frequency,,Little London & Woodhouse,04/08/2020,04/08/2020,,Self Service,CCP Self Service
31/01/2020,EPRN17,Noise - Farming Bird Scarers,,Garforth & Swillington,06/02/2020,06/02/2020,,E-mail,Environmental Health Back Office
31/01/2020,EPRN25,Noise - Licensed Premises,,Kirkstall,11/02/2020,11/02/2020,,Self Service,CCP Self Service
31/01/2020,EPRN19,Noise - Mobile Plant/Machinery,,Kirkstall,11/02/2020,11/02/2020,,Self Service,CCP Self Service
01/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,03/02/2020,03/02/2020,,Self Service,CCP Self Service
01/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,03/02/2020,03/02/2020,,Self Service,CCP Self Service
02/02/2020,EPRN07,Noise - Motor Vehicles (On Private Land),,Beeston & Holbeck,17/04/2020,17/04/2020,,Self Service,CCP Self Service
02/02/2020,EPRN13,Noise - Commercial Alarms (intnl/extnl),LS14 2,Crossgates & Whinmoor,11/02/2020,11/02/2020,,Self Service,CCP Self Service
03/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Guiseley & Rawdon,28/02/2020,28/02/2020,,Self Service,CCP Self Service
03/02/2020,EPRN25,Noise - Licensed Premises,,Pudsey,19/02/2020,19/02/2020,,E-mail,Environmental Health Back Office
04/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Farnley & Wortley,05/02/2020,05/02/2020,,Self Service,CCP Self Service
04/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Moortown,01/04/2020,01/04/2020,,E-mail,Environmental Health Back Office
04/02/2020,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,21/02/2020,21/02/2020,,E-mail,Environmental Health Back Office
05/02/2020,EPRN03,Noise - Construction Sites,,Killingbeck & Seacroft,06/02/2020,06/02/2020,,E-mail,Environmental Health Back Office
05/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,07/02/2020,07/02/2020,,Self Service,CCP Self Service
06/02/2020,EPRN17,Noise - Farming Bird Scarers,,Rothwell,24/02/2020,24/02/2020,,Telephone Call,Contact Centre
06/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Bramley & Stanningley,10/02/2020,10/02/2020,,Personal Visit,Contact Centre
06/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,,,,Self Service,CCP Self Service
06/02/2020,EPRN03,Noise - Construction Sites,,Beeston & Holbeck,07/02/2020,07/02/2020,,Self Service,CCP Self Service
07/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,07/02/2020,07/02/2020,,E-mail,Environmental Health Back Office
07/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,28/02/2020,28/02/2020,,E-mail,Environmental Health Back Office
08/02/2020,EPRN25,Noise - Licensed Premises,,Bramley & Stanningley,30/03/2020,30/03/2020,,Self Service,CCP Self Service
09/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Armley,24/02/2020,24/02/2020,,Telephone Call,Environmental Health Back Office
09/02/2020,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Chapel Allerton,11/05/2020,11/05/2020,,Self Service,CCP Self Service
09/02/2020,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,12/02/2020,12/02/2020,,Self Service,CCP Self Service
09/02/2020,EPRN17,Noise - Farming Bird Scarers,,Morley South,14/02/2020,14/02/2020,,Self Service,CCP Self Service
10/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,12/03/2020,12/03/2020,,E-mail,Environmental Health Back Office
12/02/2020,EPRN06,Noise - Transport Not Constructn Related,LS28 9,Pudsey,13/02/2020,13/02/2020,,E-mail,Environmental Health Back Office
12/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Otley & Yeadon,12/03/2020,12/03/2020,,E-mail,Environmental Health Back Office
12/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Headingley & Hyde Park,09/03/2020,09/03/2020,,Telephone Call,Environmental Health Back Office
13/02/2020,EPRN03,Noise - Construction Sites,,Killingbeck & Seacroft,27/02/2020,27/02/2020,,Telephone Call,Contact Centre
13/02/2020,EPRN22,Noise - Major Domestic Building Works,,Little London & Woodhouse,14/02/2020,14/02/2020,,Self Service,CCP Self Service
13/02/2020,EPRN25,Noise - Licensed Premises,,Headingley & Hyde Park,14/02/2020,14/02/2020,,Self Service,CCP Self Service
14/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Beeston & Holbeck,29/01/2021,29/01/2021,,Telephone Call,Environmental Health Back Office
14/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,09/03/2020,09/03/2020,,Telephone Call,Environmental Health Back Office
14/02/2020,EPRN18,Noise - PA Systems & Loud Speakers,,Guiseley & Rawdon,17/02/2020,17/02/2020,,Self Service,CCP Self Service
15/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Killingbeck & Seacroft,17/02/2020,17/02/2020,,Self Service,CCP Self Service
16/02/2020,EPRN18,Noise - PA Systems & Loud Speakers,,Little London & Woodhouse,17/02/2020,17/02/2020,,Self Service,CCP Self Service
16/02/2020,EPRN03,Noise - Construction Sites,LS2 7,Little London & Woodhouse,27/02/2020,27/02/2020,,Self Service,CCP Self Service
17/02/2020,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,06/04/2020,06/04/2020,,E-mail,Environmental Health Back Office
17/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Gipton & Harehills,02/04/2020,02/04/2020,,Telephone Call,Environmental Health Back Office
18/02/2020,EPRN03,Noise - Construction Sites,,Little London & Woodhouse,30/03/2020,30/03/2020,,Self Service,CCP Self Service
18/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,03/04/2020,03/04/2020,,E-mail,Environmental Health Back Office
18/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Armley,10/08/2020,10/08/2020,,E-mail,Environmental Health Back Office
18/02/2020,EPRN24,Noise - Patrons Entrng/Extng Buildings,,Little London & Woodhouse,18/02/2020,18/02/2020,,Self Service,CCP Self Service
18/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Calverley & Farsley,12/03/2020,12/03/2020,,E-mail,Environmental Health Back Office
18/02/2020,EPRN25,Noise - Licensed Premises,,Roundhay,30/03/2020,30/03/2020,,Self Service,CCP Self Service
19/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,12/03/2020,12/03/2020,,E-mail,Environmental Health Back Office
19/02/2020,EPRN12,Noise - Fairgrounds,LS9 7,Gipton & Harehills,02/03/2020,02/03/2020,,Self Service,CCP Self Service
19/02/2020,EPRN25,Noise - Licensed Premises,,Headingley & Hyde Park,24/03/2020,24/03/2020,,Telephone Call,Environmental Health Back Office
20/02/2020,EPRN04,Noise - Delivery/Collection Vehicles,,Weetwood,20/02/2020,20/02/2020,,Self Service,CCP Self Service
20/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,21/02/2020,21/02/2020,,Self Service,CCP Self Service
21/02/2020,EPRN07,Noise - Motor Vehicles (On Private Land),LS11 8,Beeston & Holbeck,24/02/2020,24/02/2020,,Self Service,CCP Self Service
21/02/2020,EPRN25,Noise - Licensed Premises,,Headingley & Hyde Park,30/03/2020,30/03/2020,,Self Service,CCP Self Service
21/02/2020,EPRN18,Noise - PA Systems & Loud Speakers,,Otley & Yeadon,13/03/2020,13/03/2020,,Self Service,CCP Self Service
22/02/2020,EPRN25,Noise - Licensed Premises,,Chapel Allerton,16/06/2020,16/06/2020,,Telephone Call,Environmental Health Back Office
22/02/2020,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,30/03/2020,30/03/2020,,Self Service,CCP Self Service
22/02/2020,EPRN07,Noise - Motor Vehicles (On Private Land),,Armley,24/02/2020,24/02/2020,,Self Service,CCP Self Service
22/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,24/02/2020,24/02/2020,,Self Service,CCP Self Service
23/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,24/02/2020,24/02/2020,,Self Service,CCP Self Service
24/02/2020,EPRN17,Noise - Farming Bird Scarers,LS26 9,Kippax & Methley,24/02/2020,24/02/2020,,E-mail,Environmental Health Back Office
25/02/2020,EPRN25,Noise - Licensed Premises,,Headingley & Hyde Park,30/03/2020,30/03/2020,,E-mail,Environmental Health Back Office
25/02/2020,EPRN03,Noise - Construction Sites,,Bramley & Stanningley,25/02/2020,25/02/2020,,E-mail,Environmental Health Back Office
26/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Moortown,13/05/2020,13/05/2020,,Self Service,CCP Self Service
26/02/2020,EPRN03,Noise - Construction Sites,LS16 8,Adel & Wharfedale,05/03/2020,05/03/2020,,E-mail,Environmental Health Back Office
27/02/2020,EPRN03,Noise - Construction Sites,,Adel & Wharfedale,06/05/2020,06/05/2020,,E-mail,Environmental Health Back Office
27/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,20/03/2020,20/03/2020,,E-mail,Environmental Health Back Office
27/02/2020,EPRN17,Noise - Farming Bird Scarers,LS10 4,Middleton Park,27/02/2020,27/02/2020,,E-mail,Environmental Health Back Office
27/02/2020,EPRN01,Noise - Air-Conditioning Units/Chillers,,Burmantofts & Richmond Hill,28/02/2020,28/02/2020,,Self Service,CCP Self Service
27/02/2020,EPRN02,Noise - Commercial/Industrial Activities,,Beeston & Holbeck,28/02/2020,28/02/2020,,Self Service,CCP Self Service
28/02/2020,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,28/02/2020,28/02/2020,,Self Service,CCP Self Service
29/02/2020,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,30/03/2020,30/03/2020,,Self Service,CCP Self Service
02/03/2020,EPRN17,Noise - Farming Bird Scarers,LS10 4,Middleton Park,25/03/2020,25/03/2020,,E-mail,Environmental Health Back Office
02/03/2020,EPRN17,Noise - Farming Bird Scarers,LS26 9,Kippax & Methley,11/03/2020,11/03/2020,,E-mail,Environmental Health Back Office
02/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Moortown,14/04/2020,14/04/2020,,Telephone Call,Contact Centre
03/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Armley,12/03/2020,12/03/2020,,E-mail,Environmental Health Back Office
04/03/2020,EPRN03,Noise - Construction Sites,LS27 0,Morley South,19/03/2020,19/03/2020,,Self Service,CCP Self Service
04/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Moortown,14/04/2020,14/04/2020,,E-mail,Environmental Health Back Office
05/03/2020,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,18/03/2020,18/03/2020,,Self Service,CCP Self Service
05/03/2020,EPRN02,Noise - Commercial/Industrial Activities,LS8 1,Roundhay,05/03/2020,05/03/2020,,Self Service,CCP Self Service
05/03/2020,EPRN04,Noise - Delivery/Collection Vehicles,,Morley North,11/08/2020,11/08/2020,,Self Service,CCP Self Service
05/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Killingbeck & Seacroft,06/03/2020,06/03/2020,,Self Service,CCP Self Service
05/03/2020,EPRN12,Noise - Fairgrounds,,Hunslet & Riverside,06/03/2020,06/03/2020,,Self Service,CCP Self Service
06/03/2020,EPRN07,Noise - Motor Vehicles (On Private Land),,Little London & Woodhouse,11/08/2020,11/08/2020,,Self Service,CCP Self Service
06/03/2020,EPRN22,Noise - Major Domestic Building Works,,Burmantofts & Richmond Hill,30/04/2020,30/04/2020,,E-mail,Environmental Health Back Office
07/03/2020,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,11/03/2020,11/03/2020,,Telephone Call,Environmental Health Back Office
07/03/2020,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,11/03/2020,11/03/2020,,Telephone Call,Environmental Health Back Office
07/03/2020,EPRN18,Noise - PA Systems & Loud Speakers,,Garforth & Swillington,30/03/2020,30/03/2020,,Self Service,CCP Self Service
07/03/2020,EPRN16,Noise - Buskers,,Pudsey,19/03/2020,19/03/2020,,Self Service,CCP Self Service
07/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Roundhay,09/03/2020,09/03/2020,,Self Service,CCP Self Service
08/03/2020,EPRN25,Noise - Licensed Premises,,Horsforth,09/03/2020,09/03/2020,,Self Service,CCP Self Service
09/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Chapel Allerton,27/03/2020,27/03/2020,,E-mail,Environmental Health Back Office
09/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Burmantofts & Richmond Hill,11/03/2020,11/03/2020,,E-mail,Environmental Health Back Office
10/03/2020,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,18/03/2020,18/03/2020,,Self Service,CCP Self Service
10/03/2020,EPRN03,Noise - Construction Sites,LS16 8,Adel & Wharfedale,23/03/2020,23/03/2020,,Telephone Call,Environmental Health Back Office
10/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Headingley & Hyde Park,11/03/2020,11/03/2020,,Self Service,CCP Self Service
11/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Headingley & Hyde Park,11/08/2020,11/08/2020,,E-mail,Environmental Health Back Office
11/03/2020,EPRN03,Noise - Construction Sites,LS27 9,Morley North,23/03/2020,23/03/2020,,Self Service,CCP Self Service
11/03/2020,EPRN05,Noise - Roadworks,LS15 7,Killingbeck & Seacroft,13/03/2020,13/03/2020,,Telephone Call,Contact Centre
11/03/2020,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,11/03/2020,11/03/2020,,E-mail,Environmental Health Back Office
11/03/2020,EPRN25,Noise - Licensed Premises,,Morley North,30/03/2020,30/03/2020,,E-mail,Environmental Health Back Office
